id,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
660,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,O=CN(C)C,Dimethyl formamide,0.980358966,0.000382203,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.O=CN(C)C
661,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CC#N,Acetonitrile,0.998005166,0.026926439,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.CC#N
662,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CC(C)=O,Acetone,1.016158617,0.003859725,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CC(C)=O
663,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)=O,Acetone,0.853299161,0.014534932,C=Cc1ccc(C(C)(C)C)cc1.CC(C)=O
664,Naproxen,RB28,22204-53-1,230.0942943,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,CC#N,Acetonitrile,0.991170417,0.00706584,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O.CC#N
665,1-Methylnaphthalene,CC25,90-12-0,142,CC1=CC=CC2=CC=CC=C12,CC(C)=O,Acetone,0.674033988,0.005689255,CC1=CC=CC2=CC=CC=C12.CC(C)=O
666,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CC#N,Acetonitrile,0.667194951,0.005197228,CC1=NC(N)=CC=C1Br.CC#N
667,NNN'N'-Tetraethylisophthalamide,D42,13698-87-8,276,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O,O=CN(C)C,Dimethyl formamide,0.94159323,0.002706699,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O.O=CN(C)C
668,TICAGRELOR,CE-A6,274693-27-5,522.6,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F,O=CN(C)C,Dimethyl formamide,1.006449584,0.001079377,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F.O=CN(C)C
669,"4,4'-(hexafluoroisopropylidene) dianiline",CA18,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,CC#N,Acetonitrile,0.916465627,0.000556554,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.CC#N
670,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CC(C)=O,Acetone,0.929257126,0.00172017,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CC(C)=O
671,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC(C)=O,Acetone,0.69536332,0.098915633,Nc1ccc2[nH]ccc2c1.CC(C)=O
672,Methyl red sodium salt,CA189,845-10-3,291.098371,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O,O=CN(C)C,Dimethyl formamide,0.930146406,0.00844157,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O.O=CN(C)C
673,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC(C)=O,Acetone,0.875385522,0.013972746,CC1=CC(Br)=C(Br)C=C1C.CC(C)=O
674,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CC(C)=O,Acetone,0.620697102,0.102613853,Nc1cccc2ncccc12.CC(C)=O
675,"1,3-Diiodobenzene",Z35,626-00-6,329,IC1=CC(I)=CC=C1,O=CN(C)C,Dimethyl formamide,0.38613917,0.037944955,IC1=CC(I)=CC=C1.O=CN(C)C
676,Rifampicin,AP60,13292-46-1,822.94,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,O=CN(C)C,Dimethyl formamide,0.955007254,0.000193976,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C.O=CN(C)C
677,Mometasone Furoate,AP11,83919-23-7,520.141944,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC#N,Acetonitrile,0.994515425,0.000560845,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.CC#N
678,Anthracene,RSY6,120-12-7,178.23,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CC#N,Acetonitrile,0.724701478,0.010827823,C1=CC=C2C=C3C=CC=CC3=CC2=C1.CC#N
679,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=CN(C)C,Dimethyl formamide,0.724571914,0.02108404,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].O=CN(C)C
680,2-BROMO-1-PHENYLETHAN-1-OL,CA228,2425-28-7,201.1,C1=CC=C(C=C1)C(CBr)O,CC(C)=O,Acetone,0.662425798,0.019289989,C1=CC=C(C=C1)C(CBr)O.CC(C)=O
681,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,O=CN(C)C,Dimethyl formamide,0.979459785,0.002103364,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.O=CN(C)C
682,"9,9-BIS(4-AMINO-3-METHYLPHENYL)FLUORENE",CA231,107934-60-1,376.5,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N,CC#N,Acetonitrile,1.049355766,0.00079793,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N.CC#N
683,Rifaximin,AP63,80621-81-4,785.9,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C,CC(C)=O,Acetone,0.99651303,0.001099484,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C.CC(C)=O
684,Rifampicin,AP60,13292-46-1,822.94,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,CC#N,Acetonitrile,0.971625708,0.000526698,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C.CC#N
685,"4,4'-(hexafluoroisopropylidene) dianiline",CA18,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,O=CN(C)C,Dimethyl formamide,0.868922403,0.000999491,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.O=CN(C)C
686,"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC#N,Acetonitrile,0.833443707,0.007950986,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CC#N
687,Thiacloprid,AP45,111988-49-9,252.023645,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,CC#N,Acetonitrile,0.911616624,0.006621472,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl.CC#N
688,"1,4-Benzodioxan",RSY18,493-09-4,136.15,C12=CC=CC=C1OCCO2,CC#N,Acetonitrile,0.511337665,0.195169566,C12=CC=CC=C1OCCO2.CC#N
689,atorvastatin,CE-A28,134523-00-5,558.6,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,O=CN(C)C,Dimethyl formamide,1.023149577,0.001758707,CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4.O=CN(C)C
690,7-Bromoindole,RSY33,51417-51-7,196.04,C1=CC2=C(C(=C1)Br)NC=C2,CC#N,Acetonitrile,0.670963074,0.011590488,C1=CC2=C(C(=C1)Br)NC=C2.CC#N
691,"5-Amino-1,4-benzodioxane",RSY45,16081-45-1,151.2,C1COC2=C(C=CC=C2O1)N,CC(C)=O,Acetone,0.724766661,0.024526997,C1COC2=C(C=CC=C2O1)N.CC(C)=O
692,5-Bromo-2-oxindole,RSY9,20870-78-4,212,C1C2=C(C=CC(=C2)Br)NC1=O,O=CN(C)C,Dimethyl formamide,0.74130524,0.009847734,C1C2=C(C=CC(=C2)Br)NC1=O.O=CN(C)C
693,4-aminobenzonitrile,Z140,873-74-5,118,N#CC1=CC=C(N)C=C1,O=CN(C)C,Dimethyl formamide,0.429473264,0.018832287,N#CC1=CC=C(N)C=C1.O=CN(C)C
694,Tadalafil,CA114,171596-29-5,389.4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,O=CN(C)C,Dimethyl formamide,0.947491925,0.001125284,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O.O=CN(C)C
695,Mometasone Furoate,AP11,83919-23-7,520.141944,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,CC(C)=O,Acetone,0.992298263,0.005595984,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C.CC(C)=O
696,Ramipril,AP34,87333-19-5,416.5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,CC#N,Acetonitrile,0.993223202,0.008746889,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O.CC#N
697,5-BROMOINDOLE,RSY14,10075-50-0,196.04,C1=CC2=C(C=CN2)C=C1Br,CC#N,Acetonitrile,0.641259138,0.007362619,C1=CC2=C(C=CN2)C=C1Br.CC#N
698,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CC#N,Acetonitrile,0.98505343,0.001554974,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CC#N
699,,Z62,6161-50-8,214,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,CO,Methanol,0.796095751,0.1051,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1.CO
700,"DIETHYL 1,4-DIHYDRO-2,6-DIMETHYL-3,5-PYRIDINEDICARBOXYLATE",CK27,1149-23-1,253.29,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,CO,Methanol,0.970180103,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1.CO
701,,Z170,95-63-6,120,CC1=CC(=C(C=C1)C)C,CO,Methanol,0.621470735,0.0412,CC1=CC(=C(C=C1)C)C.CO
702,"2-BROMO-N,N-DIMETHYLANILINE",D38,698-00-0,200,CN(C)C1=CC=CC=C1Br,CO,Methanol,0.692699292,0.0425,CN(C)C1=CC=CC=C1Br.CO
703,,Z49,14348-75-5,336,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,CO,Methanol,0.911936666,0.0242,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2.CO
704,"2,5-Dibromofuran",CB56,32460-00-7,223.8472389,BrC1=CC=C(Br)O1,CO,Methanol,0.392665186,0.0567,BrC1=CC=C(Br)O1.CO
705,4-Iodoanisole,Z137,696-62-8,234,COC1=CC=C(C=C1)I,CO,Methanol,0.243945935,0.0222,COC1=CC=C(C=C1)I.CO
706,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CO,Methanol,0.784648966,0.0849,c1ccc(-c2nc3ccccc3[nH]2)cc1.CO
707,4-bromophenol,Z135,106-41-2,173,C1=CC(=CC=C1O)Br,CO,Methanol,0.405319386,0.0136,C1=CC(=CC=C1O)Br.CO
708,"1-NITRONAPHTHALENE, 99%",Z132,86-57-7,173,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],CO,Methanol,0.50443054,0.0296,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-].CO
709,5-Methylindole,RSY31 (CHECK),614-96-0,131.17,CC1=CC2=C(C=C1)NC=C2,CO,Methanol,0.559650116,0.0561,CC1=CC2=C(C=C1)NC=C2.CO
710,SACCHARIN,CB2,81-07-2,183,O=C1N[S](=O)(=O)c2ccccc12,CO,Methanol,0.930392837,0,O=C1N[S](=O)(=O)c2ccccc12.CO
711,2-amino-4-methyl-1H-pyrimidin-6-one,Z101,3977-29-5,125,CC1=CC(=O)NC(=N1)N,CO,Methanol,0.683479068,0.0093,CC1=CC(=O)NC(=N1)N.CO
712,,Z183,1124-11-4,136,CC1=C(N=C(C(=N1)C)C)C,CO,Methanol,0.784226714,0.0158,CC1=C(N=C(C(=N1)C)C)C.CO
713,2-Methyl-3-nitroaniline,CJ58,603-83-8,152.06,NC1=CC=CC([N+]([O-])=O)=C1C,CO,Methanol,0.574269439,0.0335,NC1=CC=CC([N+]([O-])=O)=C1C.CO
714,"a,a'-Dibromo-p-xylene",CB49,623-24-5,261.8992745,BrCC1=CC=C(C=C1)CBr,CO,Methanol,0.556950713,0.0157,BrCC1=CC=C(C=C1)CBr.CO
715,"1,4-Dibromo-2,5-difluorobenzene",Z74,327-51-5,272,FC1=C(Br)C=C(F)C(Br)=C1,CO,Methanol,0.770125645,0.0138,FC1=C(Br)C=C(F)C(Br)=C1.CO
716,"3,5-DIHYDROXYBENZYL ALCOHOL, 99%",D12,29654-55-5,140,OCc1cc(O)cc(O)c1,CO,Methanol,0.944326911,0.0122,OCc1cc(O)cc(O)c1.CO
717,1-Indanol,CB65,10/6/6351,134.0731649,OC1CCC2=C1C=CC=C2,CO,Methanol,0.58944237,0.0818,OC1CCC2=C1C=CC=C2.CO
718,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,CO,Methanol,0.914055515,0.0067,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.CO
719,"4,4'-Dimethyl-2,2'-bipyridyl",Z5,1134-35-6,184,CC1=CC(C2=NC=CC(C)=C2)=NC=C1,CO,Methanol,0.788252518,0.0123,CC1=CC(C2=NC=CC(C)=C2)=NC=C1.CO
720,"1-CHLORO-4-NITROBENZENE, 99%",Z128,100-00-5,157,O=[N+](C1=CC=C(Cl)C=C1)[O-],CO,Methanol,0.269725415,0.012,O=[N+](C1=CC=C(Cl)C=C1)[O-].CO
721,2-chloroaniline,Z169,95-51-2,127.6,C1=CC=C(C(=C1)N)Cl,CO,Methanol,0.317539453,0.0166,C1=CC=C(C(=C1)N)Cl.CO
722,Tetracycline hydrochloride,AP7,64-75-5,480.1299434,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O,CO,Methanol,1.029929897,0.0777,OC1=CC=CC2=C1C(C3=C(O)[C@@](C(C(C(N)=O)=C(O)[C@H]4N(C)C)=O)(O)[C@@]4([H])C[C@]3([H])[C@@]2(O)C)=O.CO
723,1-Methylnaphthalene,CC25,90-12-0,142,CC1=CC=CC2=CC=CC=C12,CO,Methanol,0.5554886,0.0073,CC1=CC=CC2=CC=CC=C12.CO
724,Nicotine ,CB94,54-11-5,162.1156984,CN1C(CCC1)C2=CN=CC=C2,CO,Methanol,0.816247701,0.0021,CN1C(CCC1)C2=CN=CC=C2.CO
725,,Z182,619-44-3,262,COC(=O)C1=CC=C(C=C1)I,CO,Methanol,0.553567618,0.0198,COC(=O)C1=CC=C(C=C1)I.CO
726,Quinaldic acid,,100-21-0,166.0266087,O=C(O)C1=CC=C(C(O)=O)C=C1,CO,Methanol,0.924668323,0.011,O=C(O)C1=CC=C(C(O)=O)C=C1.CO
727,"1-CHLORO-4-NITROBENZENE, 99%",D20,100-00-5,157,[O-][N+](=O)c1ccc(Cl)cc1,CO,Methanol,0.269725411,0.1145,[O-][N+](=O)c1ccc(Cl)cc1.CO
728,"2,3,5,6-Tetrafluoro-1,4-benzenedimethanol",Z85,92339-07-6,210,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,CO,Methanol,0.883800722,0.0392,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O.CO
729,,Z16,92-44-4,160,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.80979764,0.0086,OC1=C(O)C=C2C=CC=CC2=C1.CO
730,"4,4'-(hexafluoroisopropylidene) dianiline",CA18,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,CO,Methanol,0.897337516,0.0088,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.CO
731,,Z174,327-92-4,204,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],CO,Methanol,0.574356357,0.0157,C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-].CO
732,"2,6-Diacetylpyridine",Z31,1129-30-2,163,CC(=O)C1=NC(=CC=C1)C(=O)C,CO,Methanol,0.832534309,0.0234,CC(=O)C1=NC(=CC=C1)C(=O)C.CO
733,4-aminobenzonitrile,Z140,873-74-5,118,N#CC1=CC=C(N)C=C1,CO,Methanol,0.38675967,0.0275,N#CC1=CC=C(N)C=C1.CO
734,,Z45,4774-14-5,149,ClC1=CN=CC(Cl)=N1,CO,Methanol,0.272161748,0.0495,ClC1=CN=CC(Cl)=N1.CO
735,4-Iodoanisole,Z137,696-62-8,234,COC1=CC=C(C=C1)I,CO,Methanol,0.243945935,0.0757,COC1=CC=C(C=C1)I.CO
736,Mandelic acid,CR18,90-64-2,152,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.876394294,0,OC(C(O)=O)C1=CC=CC=C1.CO
737,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CO,Methanol,0.202009657,0.0351,C#Cc1ccccc1.CO
738,4-methoxybenzaldehyde,Z90,123-11-5,136,COC1=CC=C(C=C1)C=O,CO,Methanol,0.371113351,0.0159,COC1=CC=C(C=C1)C=O.CO
739,,Z74,327-51-5,271,FC1=C(Br)C=C(F)C(Br)=C1,CO,Methanol,0.770125645,0.0066,FC1=C(Br)C=C(F)C(Br)=C1.CO
740,Diphenylamine,CQ1,122-39-4,169.0891494,C1(NC2=CC=CC=C2)=CC=CC=C1,CO,Methanol,0.603745996,0.0619,C1(NC2=CC=CC=C2)=CC=CC=C1.CO
741,,Z22,626-05-1,235,BrC1=CC=CC(Br)=N1,CO,Methanol,0.373862912,0.0619,BrC1=CC=CC(Br)=N1.CO
742,,Z166,120-82-1,181,C1=CC(=C(C=C1Cl)Cl)Cl,CO,Methanol,0.492739592,0.0228,C1=CC(=C(C=C1Cl)Cl)Cl.CO
743,4-Acetoamidophenol,AP37,103-90-2,151.0633285,OC1=CC=C(NC(C)=O)C=C1,CO,Methanol,0.829695939,0.0065,OC1=CC=C(NC(C)=O)C=C1.CO
744,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CO,Methanol,0.784108233,0.07,OC1=CC=CC=C1C2=CC=CC=C2.CO
745,4-iodotoluene,Z134,624-31-7,218,CC1=CC=C(C=C1)I,CO,Methanol,0.253683216,0.0232,CC1=CC=C(C=C1)I.CO
746,"1-CHLORO-4-NITROBENZENE, 99%",D20,100-00-5,157,[O-][N+](=O)c1ccc(Cl)cc1,CO,Methanol,0.269725411,0.0213,[O-][N+](=O)c1ccc(Cl)cc1.CO
747,4-nitrophenol,Z130,100-02-7,139,OC1=CC=C([N+]([O-])=O)C=C1,CO,Methanol,0.379816649,0.0359,OC1=CC=C([N+]([O-])=O)C=C1.CO
748,,Z168,445-29-4,140,C1=CC=C(C(=C1)C(=O)O)F,CO,Methanol,0.72049209,0.1069,C1=CC=C(C(=C1)C(=O)O)F.CO
749,"1,2-Dimethoxybenzene",Z18,91-16-7,138,COC1=CC=CC=C1OC,CO,Methanol,0.453458484,0.0193,COC1=CC=CC=C1OC.CO
750,Adenine,AP16,73-24-5,135,C1=NC2=NC=NC(=C2N1)N,CO,Methanol,0.417272609,0.0106,C1=NC2=NC=NC(=C2N1)N.CO
751,,Z172,1611-92-3,249,CC1=CC(=CC(=C1)Br)Br,CO,Methanol,0.733659884,0.0124,CC1=CC(=CC(=C1)Br)Br.CO
752,"4,4'-Difluorobenzophenone",CO28,345-92-6,218,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.801634062,0.018,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO
753,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.58386823,0.0185,N#CC1=CC(F)=CC(F)=C1.CO
754,"2,4,6-trimethylbenzoic acid",CA34,480-63-7,164.0837296,O=C(O)C1=C(C)C=C(C)C=C1C,CO,Methanol,0.981499826,0,O=C(O)C1=C(C)C=C(C)C=C1C.CO
755,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CO,Methanol,0.520388682,0.0311,NC1=CC=C(Cl)C(Cl)=C1.CO
756,Acetaminophen,D31,103-84-4,151,O=C(C)NC1=CC=C(O)C=C1,CO,Methanol,0.829695935,0.0418,O=C(C)NC1=CC=C(O)C=C1.CO
757,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CO,Methanol,0.768382405,0.0901,O=C1NC2=C(C=CC=C2F)C1=O.CO
758,,Z172,1611-92-3,249,CC1=CC(=CC(=C1)Br)Br,CO,Methanol,0.733659884,0.0375,CC1=CC(=CC(=C1)Br)Br.CO
759,,Z57,1074-24-4,263,CC1=CC(Br)=C(C)C=C1Br,CO,Methanol,0.841071432,0.0362,CC1=CC(Br)=C(C)C=C1Br.CO
760,Dibenzyl ether,CA6,103-50-4,198,C(OCc1ccccc1)c2ccccc2,CO,Methanol,0.348737124,0.1663,C(OCc1ccccc1)c2ccccc2.CO
761,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CO,Methanol,0.155023414,0.0208,C1=CC=C(C=C1)N.CO
762,Losartan potassium salt,AP53,124750-99-8,460.1180687,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4,CO,Methanol,1.001997187,0.0012,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4.CO
763,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CO,Methanol,0.546892331,0.0203,CN(C=O)C1=CC=CC=C1.CO
764,"1-Bromo-3,5-dimethoxybenzene",Z55,20469-65-2,217,COC1=CC(OC)=CC(Br)=C1,CO,Methanol,0.762293488,0.0309,COC1=CC(OC)=CC(Br)=C1.CO
765,(R)-(_)-_-Methylcyclohexanemethylamine,D35,5913-13-3,127,N[C@H](C)C1CCCCC1,CO,Methanol,0.979941029,0.0086,N[C@H](C)C1CCCCC1.CO
766,Mandelic acid,CR18,90-64-2,152,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.876394294,0.0011,OC(C(O)=O)C1=CC=CC=C1.CO
767,,Z38,624-28-2,237,BrC1=CN=C(Br)C=C1,CO,Methanol,0.290787667,0.0526,BrC1=CN=C(Br)C=C1.CO
768,Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CO,Methanol,0.591910978,0.0146,BrC1=CC=C(C(OC)=O)C=C1.CO
769,,Z36,7226-23-5,128,O=C1N(C)CCCN1C,CO,Methanol,0.602768188,0.0865,O=C1N(C)CCCN1C.CO
770,_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CO,Methanol,0.994664359,0,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C.CO
